id,name,geometry
2165687307,Pazzi X Pizza,POINT (13.423258 52.47734929999999)
2173412443,Burger Vision,POINT (13.4515194 52.50918769999999)
2179167888,Alnatura Super Natur Markt,POINT (13.408035 52.51019459999999)
2181020733,,POINT (13.288924000000002 52.58104869999999)
2181178527,Tobacco & Drinks,POINT (13.394766000000002 52.50686299999999)
2181178800,pepe,POINT (13.3952687 52.5068913)
2182534894,F!sh&Ch!ps,POINT (13.4117495 52.520995199999994)
2182534895,Pergamon,POINT (13.4118399 52.52094280000001)
2183538439,nah und gut,POINT (13.3235476 52.4950862)
2183841807,E-36 Late Night,POINT (13.3862351 52.505174)
2183996084,Dr. Pogo,POINT (13.443147 52.473974199999994)
2190106003,Intern@net Call-Center,POINT (13.3862445 52.49039109999998)
2198204070,City Chicken 1,POINT (13.3277002 52.5273283)
2209740269,Denns BioMarkt,POINT (13.2932481 52.5104649)
2212970826,Star Gemüsekebap,POINT (13.429482000000002 52.4703254)
2215069772,Berlin Spätkauf,POINT (13.4293358 52.4706559)
2215069778,Star Pizza,POINT (13.4293894 52.470465899999994)
2218590013,Asia Lee,POINT (13.3281137 52.47486589999999)
2231321435,Grillstand HBF,POINT (13.3681395 52.52451379999999)
2234844504,King Chicken,POINT (13.4972526 52.416607799999994)
2238828808,REWE voll pflanzlich,POINT (13.449942600000002 52.507709699999985)
2245080185,Lotto-Tabak-Shop,POINT (13.4323085 52.4663491)
2251292710,REWE,POINT (13.5584686 52.55577279999999)
2251295174,REWE City,POINT (13.222325900000001 52.50931159999998)
2258208113,Altin Sofra,POINT (13.3829074 52.551926900000005)
2259025210,Akko,POINT (13.3828721 52.5518891)
2260323123,Thai Son,POINT (13.437879 52.53423999999999)
2261408339,Lidl,POINT (13.4780321 52.60793519999999)
2262896307,Denns BioMarkt,POINT (13.2700949 52.4512862)
2264130308,Denns BioMarkt,POINT (13.1960288 52.53402779999999)
2266143086,Max & Moritz,POINT (13.3215366 52.48624079999999)
2266143112,Sushi & Bowl,POINT (13.3213996 52.486241499999984)
2266143143,The Cafeteria,POINT (13.3201908 52.4861147)
2266143240,Uhland Bistro,POINT (13.3222597 52.4868452)
2266759473,Aqua Getränke- und Weinhandlung,POINT (13.3961061 52.49091409999999)
2270842497,Mały Książę,POINT (13.4075593 52.4880408)
2273485059,Bistro Jade,POINT (13.5096197 52.57434279999999)
2273485076,Tabak-Presse-Lotto,POINT (13.5094063 52.574554199999994)
2274239245,FalkenBistro,POINT (13.5158342 52.56866740000001)
2280615913,Eurogida,POINT (13.385394200000002 52.48412089999999)
2281044266,Düzgün,POINT (13.4478681 52.47811169999999)
2281112713,Quadro 7,POINT (13.3253486 52.52178539999999)
2281112714,Viet Station,POINT (13.3238568 52.52152980000001)
2283016893,Der Kiezladen,POINT (13.2808959 52.51739859999999)
2285962041,Kısmet Market,POINT (13.3765862 52.45932520000001)
2286174929,EDEKA Meissner an der Nolle,POINT (13.3545583 52.498933599999994)
2286559092,Shell,POINT (13.377083 52.4645469)
2286636361,Eurogida Grill,POINT (13.386072000000002 52.5500524)
2286884682,Weichardts Hofladen,POINT (13.158727300000002 52.46251699999999)
2287696877,Bolu,POINT (13.4239981 52.49042649999999)
2287699197,Asia Markt,POINT (13.408449 52.51037)
2288123588,MOABeat,POINT (13.3525547 52.5206882)
2288127747,Smile,POINT (13.3519798 52.52403939999999)
2290106962,Alnatura Super Natur Markt,POINT (13.3091666 52.5022111)
2290594738,Tabak-Lotto,POINT (13.4267209 52.474101999999995)
2294133088,Call a Pizza,POINT (13.349917700000002 52.5242926)
2295684074,Kiezküche,POINT (13.4540728 52.518662299999995)
2296927807,Doppelpack Handels GmbH,POINT (13.4025395 52.56407800000001)
2297383210,Ultra Kiosk,POINT (13.3624695 52.5465572)
2298929614,,POINT (13.3669052 52.54814929999999)
2300052118,First Class Telecafe,POINT (13.3642803 52.549889900000004)
2300052127,Max-Multi Shop,POINT (13.3640322 52.550016400000004)
2300342118,Asanka bei Joe,POINT (13.435104800000001 52.5112264)
2301610392,Sen Market,POINT (13.3644884 52.55001849999999)
2301610395,Spätshop,POINT (13.3669496 52.55159660000001)
2301610464,,POINT (13.3668447 52.55179569999999)
2301610475,Späti 65,POINT (13.3667233 52.5520262)
2301610476,Inegöl Köftecisi,POINT (13.3648516 52.550222399999996)
2301610477,Kral Döner,POINT (13.366869000000001 52.55174970000001)
2301610480,Burgerstraße,POINT (13.3668241 52.55183490000001)
2302013306,Der Neue Genuss,POINT (13.4343452 52.51154419999999)
2302013308,Kiosk am Ostbahnhof,POINT (13.4344686 52.5114952)
2303114798,Abritus,POINT (13.363870300000002 52.549048299999995)
2303114813,Afroshop Marula,POINT (13.3641607 52.54923119999999)
2303852086,C&C,POINT (13.3582848 52.5466435)
2305236082,Bil's Space,POINT (13.3649186 52.5474713)
2306426962,,POINT (13.3553233 52.542016399999994)
2306709231,Späti,POINT (13.3051927 52.50343989999999)
2308524457,Albaik,POINT (13.3579914 52.5472995)
2309314685,Hühner-Grill,POINT (13.3849009 52.448586199999994)
2313631480,Wok Man,POINT (13.326087 52.5326545)
2314280248,Eurogida,POINT (13.4413763 52.4989417)
2321389955,Ossi Chicken Kebab,POINT (13.4349195 52.5113206)
2322311244,Asia Imbiss,POINT (13.4347855 52.511361900000004)
2322990527,Domino’s,POINT (13.6168085 52.51981779999999)
2323707525,Rewe,POINT (13.4716787 52.6164939)
2324406336,Go Asia,POINT (13.3027807 52.5065737)
2324410164,Elmas Market,POINT (13.303342 52.5057107)
2325901148,City Kiosk,POINT (13.3081107 52.49985780000001)
2325904327,Hühnerwald,POINT (13.3017112 52.499495)
2332757501,Antipasto,POINT (13.4337581 52.46382870000001)
2335055081,Kiosk am Mariannen,POINT (13.4238345 52.501623800000004)
2335071994,Salsabil,POINT (13.4536054 52.51216079999999)
2335083233,Day & Night Shop,POINT (13.4540704 52.512332799999996)
2335091426,Mini Markt,POINT (13.4557455 52.5120577)
2335103333,International Döner,POINT (13.420460400000001 52.4950472)
2335156487,Royal Getränke,POINT (13.4274331 52.485163199999995)
2335257205,Hot Dog Soup,POINT (13.458445100000002 52.511624299999994)
2335271957,Markt Halle,POINT (13.4564398 52.51093479999999)
2336898159,Simela Pizza,POINT (13.3234273 52.505574)
2338524282,Café Zauberbaum,POINT (13.5484096 52.461400600000005)
2339246305,EDEKA,POINT (13.3198796 52.482045499999984)
2339246308,Chicken & Burger Home,POINT (13.3201459 52.48191090000001)
2342347250,Spätkauf,POINT (13.438672 52.46958099999999)
2344299870,Pizza Jack,POINT (13.377540800000002 52.474224099999994)
2347507117,EDEKA Jost,POINT (13.3203142 52.506104099999995)
2352273139,Al Letany Insel,POINT (13.4056394 52.56528149999999)
2352412654,T.G.E.,POINT (13.3151924 52.5060444)
2352673943,Kollektiv Bioase,POINT (13.4395206 52.475434799999995)
2361562308,Elas Spätkauf 35,POINT (13.3833386 52.4838713)
2376977543,EDEKA,POINT (13.290531 52.51767579999999)
2386082873,FrischeParadies,POINT (13.3213662 52.5216418)
2388288123,Kiosk,POINT (13.3054897 52.4481896)
2392828860,TT88 Asian Mini Markt,POINT (13.4055624 52.529264999999995)
2398339919,Netto,POINT (13.4195614 52.53214129999999)
2402138985,Spätkauf 48,POINT (13.3706571 52.42203880000001)
2402339483,Cennet,POINT (13.405571 52.490064399999994)
2402905128,Spätkauf,POINT (13.3435149 52.50425309999999)
2403972911,Getränkeshop,POINT (13.4564495 52.5023513)
2406781814,Denns BioMarkt,POINT (13.4041362 52.540263499999995)
2418702361,Sushi For You,POINT (13.488705 52.54186429999999)
2420056943,M&A Kebap,POINT (13.2945528 52.5065822)
2420128428,Denns BioMarkt,POINT (13.451403 52.52020019999999)
2420799063,Clerk's Späti,POINT (13.4119221 52.55215429999999)
2420918363,Mini Markt Tieba,POINT (13.3023832 52.584)
2422049347,Asia-GP,POINT (13.300742700000002 52.58362969999998)
2423398551,"momentan geschlossen""",POINT (13.2440033 52.5104141)
2424332330,Aldi,POINT (13.580402500000002 52.4580641)
2424339299,Call a Pizza,POINT (13.5817539 52.44250389999999)
2425261126,Sushi For You,POINT (13.551348300000003 52.534240199999985)
2426050677,Alnatura Super Natur Markt,POINT (13.397747900000002 52.489355999999994)
2426072063,Denns BioMarkt,POINT (13.1472245 52.4178538)
2429162153,Trattoria Porta Via,POINT (13.3294598 52.56910179999999)
2429480918,Jung Shop,POINT (13.4654553 52.511243799999995)
2429501927,Meet Kiosk Spätverkauf,POINT (13.4579456 52.509971199999995)
2432876317,Kiosk Burhan Aykut,POINT (13.4326809 52.502275399999995)
2438849736,Select Drinks & More,POINT (13.4591398 52.5090686)
2439759130,VietFood – Asia Street Food,POINT (13.2729593 52.51007979999999)
2439759173,REWE City,POINT (13.2727188 52.5101504)
2444783807,Eleganz Bistro,POINT (13.5056759 52.5485527)
2444783812,Call a Pizza,POINT (13.4927619 52.544035799999996)
2445454965,Pho 2T,POINT (13.319926900000002 52.48437049999998)
2445456643,Istanbul Grill,POINT (13.320272700000002 52.48684609999999)
2445456646,Sweet Mini Markt,POINT (13.3200768 52.4869618)
2446742873,,POINT (13.168157 52.545894699999984)
2451544042,Bio Company,POINT (13.400585100000002 52.530752)
2451561461,Cafeteria,POINT (13.3039713 52.468383599999996)
2454016986,ServiceStore DB,POINT (13.2829985 52.5067352)
2454290040,Spätkauf,POINT (13.3616064 52.4842094)
2456197520,Imbiss Sturzbecher,POINT (13.7250019 52.4171075)
2462167030,Subway,POINT (13.3846585 52.4554813)
2463153046,REWE City,POINT (13.403453 52.5224239)
2464138931,Bio Company,POINT (13.3875704 52.5229073)
2465493517,Street Food King,POINT (13.4966369 52.49964589999999)
2465494570,Sushi,POINT (13.4971751 52.4996382)
2466173878,Kostbar,POINT (13.2986626 52.50496270000001)
2466173936,WindBurger,POINT (13.299678 52.506206600000006)
2467510808,El Rief,POINT (13.4125848 52.54185040000001)
2468120437,Mehring Spätshop,POINT (13.3875716 52.493319)
2470183077,Humbaba,POINT (13.3382169 52.526308799999995)
2470183078,Grillhähnchen,POINT (13.3373325 52.52639799999999)
2471080117,Basilikum,POINT (13.3705132 52.4934214)
2471369274,Grill-Station,POINT (13.6076579 52.53697059999999)
2471370899,Corner Snack,POINT (13.6038001 52.538437699999996)
2472120999,Bio Company,POINT (13.3533641 52.4849708)
2472420567,ServiceStore DB,POINT (13.2900922 52.4966234)
2476268049,Asia Annam,POINT (13.3294863 52.4788431)
2479053633,Caponcello,POINT (13.3214942 52.5015275)
2481415292,Drink More,POINT (13.3769934 52.4913075)
2482984706,Asia Food,POINT (13.3607518 52.5446845)
2482984707,Falafel Al Amin,POINT (13.3598449 52.54442079999999)
2482984708,Sengül Market,POINT (13.3600595 52.544486899999995)
2484347004,Heil Quelle,POINT (13.4307177 52.48686029999999)
2484347011,Sultan Zwei,POINT (13.4309832 52.486025999999995)
2484347012,Havin,POINT (13.4305783 52.48617749999999)
2484584670,Gemüse Döner Kebab,POINT (13.4259828 52.487797699999994)
2485478390,City Chicken,POINT (13.4006649 52.5297734)
2485492744,DHL BVG Kiosk,POINT (13.4219892 52.49269399999999)
2487590990,Denns BioMarkt,POINT (13.4291329 52.607372)
2495554577,Edeka Bergmannstraße,POINT (13.388420500000002 52.48967839999999)
2495554583,Netto Marken-Discount,POINT (13.3889289 52.4896657)
2495554585,Piccola Romantica,POINT (13.392429200000002 52.489168500000005)
2495556335,Zigarren Lotto Post (Deutsche Post Filiale 578),POINT (13.3898936 52.4895209)
2496651179,Café Tinto,POINT (13.3878394 52.49237970000001)
2496651185,Burgermeister,POINT (13.3879501 52.4925376)
2496651203,Al-Arz,POINT (13.3871447 52.49068449999999)
2496651330,Ki-Ba Kiosk Back Shop,POINT (13.390594700000001 52.4920204)
2496751906,Sahara Imbiss,POINT (13.3916343 52.4895578)
2496789945,Lotto Zeitungen Tabak,POINT (13.3939419 52.49057309999999)
2496828426,Balli by Bergmann,POINT (13.3933106 52.48932179999999)
2496841605,Spätkauf Snacks Drinks & More,POINT (13.4583749 52.51013640000001)
2498835759,City Pizza,POINT (13.303153 52.50693909999999)
2499997002,Aldi,POINT (13.4482607 52.55011979999999)
2503678437,Almanara Imbiss,POINT (13.4209195 52.48045309999999)
2505407351,Baba Sultan Köfteci,POINT (13.3312093 52.526947499999984)
2505407352,Song Tra 79,POINT (13.3351421 52.52621429999999)
2511149696,Landladen Kastaven,POINT (13.480966700000002 52.5383876)
2512668677,Esra,POINT (13.4001793 52.523539199999995)
2517342788,Salsabil,POINT (13.4195084 52.536148299999994)
2517569523,Hatoki,POINT (13.4019925 52.5807664)
2522247541,Night Shop,POINT (13.2978947 52.511270599999996)
2532870781,TAEO Thai Supermarkt,POINT (13.309184200000002 52.5072938)
2532898366,Fadi's,POINT (13.3056032 52.5057791)
2532898414,McDonald's,POINT (13.3062463 52.50655359999999)
2532898487,Munchies,POINT (13.3048725 52.5065902)
2532898507,Dunkin',POINT (13.3061576 52.5076681)
2533442347,Spätkauf,POINT (13.3567843 52.494651100000006)
2534135242,Curry Schmiede,POINT (13.6208368 52.50690929999998)
2538629394,Asia Box,POINT (13.4406023 52.541952699999996)
2538714890,Duman Spätkauf - Lyca Mobile Partner,POINT (13.4405078 52.54299749999999)
2541043788,Juwelier Saphir,POINT (13.4402449 52.47467379999999)
2541114283,,POINT (13.4406055 52.4740994)
2541787236,YE-MC,POINT (13.3844195 52.4600192)
2548523874,Aldi,POINT (13.516489000000002 52.50440599999999)
2552465120,Spätk@uf Internetcafe,POINT (13.3608053 52.4947582)
2557705836,Kiez Shop,POINT (13.3396977 52.5266073)
2558589471,Wandel,POINT (13.4166846 52.52398339999999)
2559224466,bioso Naturkost und Café,POINT (13.384284700000002 52.457337700000004)
2566216062,City Grill,POINT (13.5786181 52.457416200000004)
2566382658,Back & Späti,POINT (13.3796045 52.5457718)
2569978773,Eat me,POINT (13.5782846 52.4585046)
2571168397,Samariter Tourist Shop,POINT (13.4654773 52.5167129)
2581174616,Altayeb Grillhaus,POINT (13.4297583 52.469797199999995)
2591225594,Alpha and Omega International Afro Shop,POINT (13.4263919 52.48811739999999)
2608218206,Lahmacun Pide by Köylüoğlu,POINT (13.3968376 52.49591949999999)
2611034642,Norma,POINT (13.471578700000002 52.52845159999999)
2613801952,McDonald's,POINT (13.428883500000001 52.56092839999999)
2616118718,Pizza Planet,POINT (13.5858048 52.44456290000001)
2618488931,Mac's Bistro,POINT (13.5033407 52.44306439999999)
2618499940,ASIA Lebensmittel,POINT (13.5491157 52.4381824)
2623904878,EDEKA,POINT (13.4014959 52.42578850000001)
2625393031,Bauerngarten,POINT (13.4156315 52.49587350000001)
2626495816,,POINT (13.355419700000002 52.44903699999998)
2627351292,Döner Zade,POINT (13.350039 52.48087059999999)
2631445467,Spätkauf Stadt-Kiosk,POINT (13.437540500000003 52.46945569999999)
2632665475,Kietz Kiosk,POINT (13.5777286 52.4436451)
2634887168,Lidl,POINT (13.3507381 52.50045299999999)
2638723694,Bistro am Magdeburger Platz,POINT (13.3615097 52.5040091)
2641521425,Da Dante,POINT (13.4241829 52.50004479999998)
2641521427,Drinkshop,POINT (13.4275171 52.4994276)
2641521428,Dusk till Dawn,POINT (13.4286715 52.49950509999999)
2641521429,Falafel in Berlin,POINT (13.4280873 52.4994653)
2642056469,Lara Döner,POINT (13.47554 52.4231562)
2645490952,The Fresh Flavours,POINT (13.4376138 52.4694626)
2647303479,5 Big 5 - Buger & More,POINT (13.451268 52.526257)
2654574019,Moonshine Spätkauf,POINT (13.3300717 52.5243154)
2657734846,Späti 124,POINT (13.4326324 52.464813)
2659342715,Thai-Nippon-Bar,POINT (13.4565551 52.4291134)
2663080756,Kiez Einkaufseck,POINT (13.4791072 52.5041947)
2674384504,Chicken House,POINT (13.3856094 52.447843)
2676934170,Netto Marken-Discount,POINT (13.5771241 52.5650977)
2687685191,Rosenthaler Grill und Schlemmerbuffet,POINT (13.4008083 52.529841799999986)
2688507896,Azam Getränkeshop Spätkauf,POINT (13.4456029 52.47095289999999)
2690026209,Best of Späti,POINT (13.4703422 52.50649800000001)
2694816788,Sushi Mana,POINT (13.4228961 52.480249099999995)
2705016631,LPG BioMarkt,POINT (13.3322395 52.452429)
2706852525,Schlemmerbuffet,POINT (13.4752721 52.5064102)
2713659411,Bat Viet,POINT (13.3052815 52.5125208)
2727935365,Mini Markt,POINT (13.3172393 52.52934319999999)
2729010572,Semsur,POINT (13.4315906 52.466622)
2730990672,Tabak- & Presseshop,POINT (13.3915382 52.55698209999999)
2736043853,Della Pizza,POINT (13.3711399 52.539706900000006)
2736043858,Spät & Backshop,POINT (13.3712046 52.5396596)
2737042889,Mr Singh Pizzas,POINT (13.3161421 52.5305032)
2745722989,Asia - asiatische Lebensmittel Geschenkartikel,POINT (13.3401211 52.52695130000001)
2748206479,Vinh-Loi Asien-Supermarkt,POINT (13.325733000000001 52.4644899)
2748240260,Vinh-Loi,POINT (13.3536252 52.5488826)
2752211152,Akso Export,POINT (13.3851562 52.556726499999996)
2752211158,Balkan,POINT (13.3875475 52.5559834)
2752211175,Minimarkt,POINT (13.3951502 52.557862199999995)
2752211176,Orientshop,POINT (13.3855919 52.557265999999984)
2756088407,Yumi Yumi,POINT (13.4346366 52.43596019999999)
2756495812,Spätkauf,POINT (13.392430000000001 52.5244792)
2756763461,Yiğido 58 Spätkauf,POINT (13.3843315 52.5564501)
2756763474,Spätkauf,POINT (13.3916306 52.563884900000005)
2760939934,Asia Imbiss,POINT (13.5888854 52.5124693)
2763457950,Ristorante Marco Polo Due,POINT (13.4712206 52.530091)
2763478482,deli am Markt,POINT (13.4707754 52.52861730000001)
2766653892,Wuhle-Café-Box,POINT (13.5744143 52.5129484)
2769035729,Pizza Pause,POINT (13.4257838 52.4793327)
2769572946,T.I.C 2,POINT (13.379004 52.50523129999999)
2776363663,,POINT (13.4313836 52.55705489999998)
2778210534,mmaah,POINT (13.384982500000001 52.46621639999999)
2782835422,EDEKA,POINT (13.3264979 52.60728669999999)
2782835448,Lidl,POINT (13.3260991 52.607727399999995)
2788669422,Bistro Rübezahl,POINT (13.630042100000002 52.4268045)
2796270178,See U Späti,POINT (13.4431934 52.4995723)
2796341489,Bahia,POINT (13.4407853 52.4989369)
2796342271,Biotopia,POINT (13.4408724 52.4989027)
2796736339,Long Shop,POINT (13.403986200000002 52.5233158)
2796742918,Viet Village,POINT (13.4036343 52.525311499999994)
2796753232,Curry 61,POINT (13.4007181 52.523716699999994)
2801187844,SushiParis,POINT (13.319761900000001 52.49780019999999)
2801187847,7 days Late Shop,POINT (13.3190554 52.49797310000001)
2803268049,"Sushi, TO GO & more",POINT (13.3150325 52.4988122)
2803320966,Cafe Maschari,POINT (13.4266476 52.498889)
2807783135,Lidl,POINT (13.3837544 52.503843999999994)
2813482370,Drinks' Shop Hermann Platz,POINT (13.4259311 52.4878189)
2820273578,Aral,POINT (13.4621154 52.4694612)
2821187123,Shell,POINT (13.434389 52.45042629999999)
2821288442,Sprint,POINT (13.4526535 52.4383901)
2821289130,Esso,POINT (13.4493616 52.45579659999999)
2821719682,Norma,POINT (13.5597507 52.4040318)
2824979767,Camel,POINT (13.463091700000001 52.5151001)
2824980358,YeBo Restaurant Grill,POINT (13.4656318 52.514397599999995)
2825774573,Döner Eck,POINT (13.2952951 52.5761723)
2827585866,Ed & Fred Nussdepot,POINT (13.3258011 52.5278526)
2827585872,Kiosk für den Kiez,POINT (13.3275064 52.5276802)
2827585874,Rostocker Getränke,POINT (13.3269872 52.5277348)
2827585882,Doğan Supermarkt,POINT (13.3283116 52.52770449999999)
2831137574,Shiso Burger,POINT (13.4077187 52.526867499999994)
2834832470,Lotto Post Tabak,POINT (13.435255700000003 52.53228469999999)
2835612698,PENNY,POINT (13.350501 52.4811176)
2836987701,Bölsche Imbiss,POINT (13.6251513 52.456649699999986)
2836988901,Thüringer Ritter Rostbratwurst,POINT (13.6251105 52.4564414)
2840615699,Nefis Gemüse Kebap,POINT (13.4188439 52.5003538)
2841527495,Pizza,POINT (13.385359300000001 52.46525439999999)
2844549610,Esso,POINT (13.695959100000001 52.4366512)
2848137819,TopTank,POINT (13.3966119 52.4232523)
2850019701,Kaufland,POINT (13.3541666 52.599200999999994)
2850406401,EDEKA,POINT (13.3203023 52.471148500000005)
2853629560,Schlossburger,POINT (13.5690341 52.443300699999995)
2853634283,Shell,POINT (13.5838397 52.429201500000005)
2853634779,Edeka,POINT (13.5844098 52.4283689)
2856196172,The Mood Burger,POINT (13.4407136 52.499905399999996)
2860326047,Tam Phuc Asia Shop Spätkauf,POINT (13.3971706 52.53713400000001)
2860742936,Shell,POINT (13.6038368 52.48657949999998)
2862295897,Djangos Place,POINT (13.4525636 52.519880199999996)
2864448355,EDEKA Fromm,POINT (13.436224 52.41763139999999)
2865553304,Total,POINT (13.4917345 52.56575399999999)
2865807237,Star,POINT (13.4608631 52.4317914)
2866172985,Netto,POINT (13.4959871 52.5702733)
2866292467,Prime Kebap,POINT (13.178098000000002 52.549091099999984)
2866294410,Bötzow-Baude,POINT (13.1716845 52.5608688)
2870301201,Tolle Knolle Imbiss,POINT (13.4348643 52.512007499999996)
2873890929,Esso,POINT (13.1850247 52.514922299999995)
2874686038,Infinity,POINT (13.3634199 52.49574690000001)
2874686040,Schland Night Shop,POINT (13.365856 52.49516139999999)
2874933561,Moonshine Deluxe,POINT (13.3450894 52.52992749999999)
2875570067,Esso,POINT (13.2102409 52.527432)
2877252373,Spätverkauf,POINT (13.612311700000001 52.5264585)
2879827701,Aral,POINT (13.1993023 52.5428548)
2879829145,Snacky 64,POINT (13.2076444 52.55352449999999)
2881543413,Hofladen im Kiez (Bioladen),POINT (13.2902977 52.476846300000005)
2882702745,Bio Company,POINT (13.3354416 52.48786729999999)
2886226713,Grillhaus,POINT (13.446840900000002 52.4862453)
2886852045,Elan,POINT (13.4326989 52.558344399999996)
2886854344,Burger King,POINT (13.4283308 52.5684022)
2889852088,Shell,POINT (13.3347971 52.58995029999999)
2891400380,Aral,POINT (13.2878052 52.5842436)
2891401011,Aral,POINT (13.2912451 52.5815752)
2896332940,Wurstmax,POINT (13.2439419 52.512812)
2901461528,Hot Pot Soup,POINT (13.394234 52.4879074)
2906208894,MMC Pizza & Pasta,POINT (13.396415100000002 52.4237258)
2907867050,Shell,POINT (13.3299926 52.5708936)
2926167810,Dunkin',POINT (13.424689 52.486392200000004)
2926167818,Späti47,POINT (13.426438700000002 52.4872469)
2926167819,steelshark Sushi Bar,POINT (13.4263118 52.4856563)
2927036223,Bäckspace Pizza,POINT (13.453569100000001 52.55172369999999)
2935214601,Akasya Spätkauf,POINT (13.4236592 52.5014304)
2935241502,Abschnitt 36,POINT (13.4270118 52.499817699999994)
2935252601,Lotto,POINT (13.4237733 52.497675999999984)
2935337185,unser Kiosk 24h,POINT (13.335485200000003 52.472011899999984)
2935337186,63 Gemüse Kebab,POINT (13.3355466 52.4720649)
2935359001,bio goods,POINT (13.4111921 52.53973969999999)
2935386822,Elbe Getränke,POINT (13.4400067 52.48404169999999)
2935390902,Sindbad Speisen&Café,POINT (13.437705 52.48481509999999)
2935486802,Kosherlife Koshere Lebensmittel,POINT (13.3983347 52.53485779999999)
2935543802,Burgermeister,POINT (13.4185113 52.499447999999994)
2935555501,MultiMarkt,POINT (13.4622046 52.50858769999999)
2936781767,EDEKA Rübel,POINT (13.3032601 52.6225702)
2939076787,Agip,POINT (13.346776200000003 52.5917599)
2947845938,Total,POINT (13.2316713 52.5859744)
2952546837,Bolu,POINT (13.3619052 52.5678172)
2953557791,Italienische Snacks,POINT (13.3644514 52.56412579999999)
2953781233,Spätkauf,POINT (13.363576700000001 52.56453340000001)
2953781333,Döner by Cinar,POINT (13.3631319 52.5654266)
2953783133,Aral,POINT (13.3613138 52.568177399999996)
2953846658,Kaufshop Bafi,POINT (13.37182 52.560863299999994)
2958311086,Bro's Döner Kepab,POINT (13.4684053 52.50457639999999)
2958353241,Späti One,POINT (13.402315600000001 52.5858194)
2962777900,Späti am Stutti,POINT (13.302154900000001 52.506028099999995)
2966072988,Taste of Beirut,POINT (13.3373906 52.4512645)
2966075122,Kaufland,POINT (13.3462318 52.5531171)
2971089687,take a way,POINT (13.4556649 52.4899727)
2973862795,#mein Spaetkauf,POINT (13.3019098 52.488145599999996)
2975527957,Netto Marken-Discount,POINT (13.5255093 52.4803165)
2979195164,Vuong Asia Bistro,POINT (13.5613999 52.50510549999999)
2979443782,Bio Company,POINT (13.4065329 52.5697666)
2985061530,Lidl,POINT (13.2982267 52.49159929999998)
2985073366,Bio Company,POINT (13.3129177 52.49070069999999)
2987804839,Miss and Mister,POINT (13.3695214 52.4927967)
2995789152,Aral,POINT (13.536244200000002 52.53186670000001)
3004064464,Weltladen Köpenick,POINT (13.576912 52.455164)
3013553354,Ditsch,POINT (13.2839922 52.50066369999999)
3013553355,Imbiss,POINT (13.2840871 52.5009547)
3016943176,Nahkauf,POINT (13.349913 52.44934980000001)
3017758067,Imren Grill,POINT (13.3504512 52.551076800000004)
3021118316,NP,POINT (13.6017513 52.53677249999999)
3022100098,Total,POINT (13.5689884 52.544888099999994)
3030997423,Stern Pizza,POINT (13.4004467 52.464115699999994)
3034472768,Subway,POINT (13.4627416 52.522797399999995)
3036814107,Spätkauf,POINT (13.386235600000001 52.502723)
3036860655,Lia's Kitchen,POINT (13.4139775 52.491379)
3039050402,Anton Grill,POINT (13.4518219 52.548284599999995)
3039142020,Netto Marken-Discount,POINT (13.4659156 52.48556109999999)
3041229339,Döner - Frieden Kebaphaus,POINT (13.4346668 52.5226413)
3042466050,dean&david,POINT (13.3299072 52.5038415)
3045334454,Hot,POINT (13.404239 52.5207854)
3045364462,Asia Snack,POINT (13.5512582 52.5452922)
3045761941,Alanya Bistro,POINT (13.5093662 52.57435830000001)
3046444264,Kumpir,POINT (13.4342756 52.4827453)
3046719428,,POINT (13.2672948 52.5201646)
3051910417,Denns BioMarkt,POINT (13.2965708 52.4986354)
3056477844,McDonald's,POINT (13.3324387 52.5068175)
3058034840,Chicken Leckere Mahlzeit,POINT (13.4320137 52.481533899999995)
3060544100,Happy Asia,POINT (13.4138661 52.54065439999999)
3060693588,Lidl,POINT (13.3611473 52.491768699999994)
3064933251,Call a Pizza,POINT (13.399651700000001 52.416528799999995)
3072013563,Botan Späti,POINT (13.453781 52.5177493)
3072345435,,POINT (13.3393218 52.48999969999999)
3072367942,pizza bulls,POINT (13.3379617 52.4941956)
3072944033,Getränke-Tabakwaren-Zeitschriften,POINT (13.3688981 52.4910584)
3073260197,Spätkauf Wrangelkiez,POINT (13.439601 52.499422599999995)
3073291314,Spätverkauf,POINT (13.4407618 52.4992017)
3073294135,Kiosque deluxe Post und Zeitung,POINT (13.4409258 52.4991081)
3074531911,Original Unverpackt,POINT (13.4301896 52.49778129999999)
3074533459,Burger am Feld,POINT (13.3850806 52.471123199999994)
3077886381,Meshegur Inegöl Köfteci,POINT (13.3795148 52.55307499999999)
3077900875,Alte Forno,POINT (13.381652100000002 52.5519846)
3079828154,Eurogida,POINT (13.3315231 52.4876912)
3081225430,Indomarkt,POINT (13.3695233 52.542548499999995)
3081661339,Com Dai Dung,POINT (13.337656700000002 52.4881718)
3092387748,Istanbul Grill,POINT (13.3066441 52.618229899999996)
3095237229,Berlin Burrito Company,POINT (13.4051378 52.533732900000004)
3096958384,BarMalGas GmbH,POINT (13.3811782 52.4403282)
3097509454,McDonald's,POINT (13.3798327 52.51004)
3098125030,Haus des Döners,POINT (13.401972500000001 52.529921699999996)
3098125630,Mozzarella & Pomodoro,POINT (13.404425 52.5298814)
3098126379,Soup ’n Roll,POINT (13.4021279 52.5299145)
3098130150,,POINT (13.4025037 52.5299404)
3098845419,Aldi,POINT (13.2945295 52.4453954)
